nct_id,condition,facility_name,city,sampling_method,overall_status
NCT04326309,COVID-19|Coronavirus Infections|Hay Fever|Asthma|Chronic Obstructive Pulmonary Disease|Influenza|Common Cold|Respiratory Tract Infections|Healthy|,Virtual Facility,Bronx,Non-Probability Sample,Recruiting
NCT04435457,SARS-CoV 2|SARS Pneumonia|COVID-19|SARS-Associated Coronavirus as Cause of Disease Classified Elsewhere|Cardiac Complication|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04388631,Coronavirus Disease 2019|,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Wuhan,Non-Probability Sample,Recruiting
NCT04377477,COVID-19|,"Radiation Oncology Department, ASST SpedaliCivili, Brescia",Brescia,NA,Recruiting
NCT04343248,COVID-19|Viral Respiratory Illnesses|,The Chappel Group Research,Kissimmee,NA,Recruiting
NCT04453475,"Psychosomatic Disorder|Parkinson|Psychological Distress|Psychological Stress|Psychological Disease|Psychological Disorder|Psychological Impairment|Psychological Disability|Psychological Adjustment|Psychological Adaptation|Communication|Health Care Seeking Behavior|Anxiety|Behavior, Health|Health Risk Behaviors|Healthy Lifestyle|",Jacobs University Bremen gGmbH,Bremen,NA,Recruiting
NCT04371640,SARS-CoV-2|Covid-19|,Thomas Jefferson University Hospital,Philadelphia,NA,Recruiting
NCT04480424,COVID-19|,CHI Health,Omaha,NA,Recruiting
NCT04389684,Chemeotherapy|Immunotherapy|Treatment Mofidied|Coronavirus|Quality of Life|,MOULIN Valérie,La Rochelle,Non-Probability Sample,Recruiting
NCT04255940,Cardiovascular Death; Major Adverse Cardiovascular Events|,Affiliated Hospital of Binzhou Medical Universty,Binzhou,Non-Probability Sample,Recruiting
NCT04329546,SARS-CoV-2 Viral Kinetics and Host Immune Responses|,University Hospitals of Geneva,Geneva,Non-Probability Sample,Recruiting
NCT04410484,Inflammatory Bowel Diseases|Coronavirus Infection|,"Gastroenterology, Hull Royal Infirmary, Hull University Teaaching Hospitals NHS Trust",Hull,Probability Sample,"Active, not recruiting"
NCT04494646,Covid19|,NYU Langone Health,New York,NA,Recruiting
NCT04422587,Emergencies|,University Hospital of Toulouse,Toulouse,Non-Probability Sample,"Active, not recruiting"
NCT04534673,COVID-19|,Soroka UMC,Be'er Sheva,NA,Recruiting
NCT04410562,Pregnancy Related|COVID|Covid-19|,Hospital Sant Creu i Sant Pau,Barcelona,NA,Recruiting
NCT04360122,Coronavirus Disease (COVID-19)|,Faculty of Medicine Ain Shams University Research Institute- Clinical Research Center,Cairo,NA,Not yet recruiting
NCT04470648,SARS-COV2 Infection|,Haltes pour femmes,Paris,Non-Probability Sample,Not yet recruiting
NCT04575610,COVID-19|,Yale New Haven Hospital,New Haven,NA,Not yet recruiting
NCT04481516,Stress|,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Doncaster,Non-Probability Sample,Recruiting
NCT04411667,Sars-CoV2|,Sharp Grossmont Hospital,La Mesa,NA,Recruiting
NCT04389554,COVID-19|D-dimer|,Kanuni Sultan Suleyman Training and Research Hospital,Istanbul,Non-Probability Sample,Completed
NCT04381312,Risk Factors for COVID-19 Outcomes in Elderly Populations|,Chu Grenoble Alpes,Grenoble Cedex 9,Probability Sample,Recruiting
NCT04406064,Viral Infection|,Cincinnati Children's Hospital Medical Center,Cincinnati,NA,Not yet recruiting
NCT04394884,COVID-19|,Johns Hopkins Hospital,Baltimore,Non-Probability Sample,Recruiting
NCT04515108,"Pregnancy, Infections in|Covid19|",Ankara City Hospital,Ankara,Non-Probability Sample,Completed
NCT04464460,Coronavirus Disease|,NA,NA,NA,Not yet recruiting
NCT04452474,COVID-19|,George Washington University Medical Center,Washington,NA,Not yet recruiting
NCT04312464,COVID-19|Cardiovascular Diseases|,"Department of Cardiology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Wuhan,Probability Sample,Enrolling by invitation
NCT04389710,COVID-19|,Thomas Jefferson University Hospital,Philadelphia,NA,Recruiting
NCT04400019,Sars-CoV2|Coronavirus Infection|Prevention & Control|Nursing Home|Hydroxychloroquine|,NA,NA,NA,Not yet recruiting
NCT04468412,COVID|Vascular; Damage|,Bernhoven,Uden,Probability Sample,"Active, not recruiting"
NCT04344548,COVID|,Fundacion Salud De Los Andes,Bogotá,NA,Not yet recruiting
NCT04551755,Covid19|,NA,NA,NA,Not yet recruiting
NCT04535778,Treatment of Illness-related Distress in Physical LTCs|,Health Psychology Section,London,NA,Not yet recruiting
NCT04408365,COVID|Shock|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04312100,Coronavirus Disease-2019|,Henan Provincial People's Hospital,Zhengzhou,Non-Probability Sample,Recruiting
NCT04466657,Covid-19|,"Abia State Isolation Centre, Amachara",Umuahia,NA,Not yet recruiting
NCT04353128,Covid19|SARS-CoV 2|Coronavirus Infection|,Hospital Universitario La Paz,Madrid,NA,Recruiting
NCT04354272,Orofacial Pain|Orofacial Edema|Dental Trauma|Oral Infection|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04399733,"COVID-19, SARS-CoV 2 Infection|Health Disparities|",Future Genetics Limited,Birmingham,Non-Probability Sample,Not yet recruiting
NCT04404608,Lymphopenia|,NA,NA,Probability Sample,Not yet recruiting
NCT04279899,Neonatal Infection|Perinatal Problems|Infectious Disease|,Maternal and Child Health Hospital of Hubei Province,Wuhan,Non-Probability Sample,Recruiting
NCT04382846,COVID|Corona Virus Infection|,NA,NA,NA,Not yet recruiting
NCT04355728,"Corona Virus Infection|ARDS|ARDS, Human|Acute Respiratory Distress Syndrome|COVID-19|","Diabetes Research Institute, University of Miami Miller School of Medicine",Miami,NA,"Active, not recruiting"
NCT04564040,Mantle Cell Lymphoma|COVID-19|,Parexel International GmbH,Berlin,NA,Not yet recruiting
NCT04523246,Herpes Zoster|Allergy and Immunology|Corona Virus Infection|,NA,NA,NA,Not yet recruiting
NCT04367662,COVID-19|,Rouen University Hospital,Rouen,NA,Completed
NCT04442048,Cancer|Covid-19|,Odette Cancer Centre,Toronto,NA,Recruiting
NCT04368832,Pregnancy Related|COVID|,Maternité Régionale Universitaire de Nancy,Nancy,Non-Probability Sample,"Active, not recruiting"
NCT04341870,COVID19|SARS-CoV-2 Infection|,AP-HP Hôpital Avicenne,Bobigny,NA,Suspended
NCT04460105,COVID-19 Pneumonia|,Cardiology Associates Research Company,Daytona Beach,NA,Recruiting
NCT04436471,Preventive Immunization COVID-19|,Main military clinical hospital named after academician N. N. Burdenko,Moscow,NA,Completed
NCT04535167,Viral Disease|,El Camino Health,Mountain View,NA,Recruiting
NCT04527614,"Influenza, Human|SARS Virus|COVID-19|Espiratory Tract Infections|",Sciensano,Brussels,NA,Not yet recruiting
NCT04379492,COVID-19|COVID19|Sars-CoV2|SARS-Cov-2|,Memorial Sloan - Kettering Cancer Center,New York,NA,Withdrawn
NCT04374656,"Conjunctivitis|SARS-CoV-2|COVID-19|Ocular Infection, Viral|Ocular Inflammation|",Wilmer Eye Institute,Baltimore,Probability Sample,Recruiting
NCT04348929,Postpartum Depression|,Centre Hospitalier Régional Universitaire de Nancy,Nancy,NA,Recruiting
NCT04441502,Covid19|Interstitial Pneumonia|,IRCCS Policlinico San Donato,San Donato Milanese,Non-Probability Sample,Recruiting
NCT04432324,COVID-19|,Hospital Germans Trias i Pujol,Badalona,NA,Not yet recruiting
NCT04347889,Covid-19|,NA,NA,NA,Not yet recruiting
NCT04536051,Coronavirus|,Instituto D'Or de Pesquisa e Ensino - I'Dor,Salvador,NA,Recruiting
NCT04435106,Coronavirus Infections|,Shaare-Zedek Medical Center,Jerusalem,Non-Probability Sample,Completed
NCT04386252,COVID-19|,Hoag Memorial Hospital Presbyterian,Newport Beach,NA,Not yet recruiting
NCT04375501,Femoral Neck Fractures|SARS-CoV 2|,Barts Health NHS Trust,London,Non-Probability Sample,Completed
NCT04364022,Prevention of COVID-19|,Universitätsspital Basel and SwissTPH,Basel,NA,Recruiting
NCT04338841,Coronavirus Infection|,Clinique Universitaire Saint-Luc,Bruxelles,NA,Completed
NCT04349371,COVID|,Columbia University Irving Medical Center/NYP,New York,NA,Recruiting
NCT04535063,Covid19 Pneumonia|,Centro de Educación Médica e Investigaciones Clínicas,Buenos Aires,NA,Recruiting
NCT04394104,Health Behavior|,"Rutgers, The State University of New Jersey",New Brunswick,Non-Probability Sample,Not yet recruiting
NCT04544878,Covid19|Pediatric ALL|Infection|Critical Illness|SARS-CoV Infection|,"Pediatric Intensive Care and Neonatal Medicine, Bicêtre Hospital, AP-HP PAris Saclay University",Le Kremlin-Bicêtre,Non-Probability Sample,Recruiting
NCT04401098,COVID 19|,Damanhour University,Damanhūr,Non-Probability Sample,Recruiting
NCT04353596,SARS-CoV-2|COVID-19|,"Medical University Innsbruck, University Hospital of Internal Medicine III",Innsbruck,NA,Recruiting
NCT04352556,SARS-CoV-2 Infection|Hematological Malignancies|,SC Ematologia Ospedale SS Antonio e Biagio e Cesare Arrigo,Alessandria,Non-Probability Sample,Recruiting
NCT04438980,Covid-19 Pneumonia|,Hospital Sant Joan Despí Moisès Broggi,Sant Joan Despí,NA,Recruiting
NCT04365166,Respiratory Tract Infections|Respiratory Tract Disease|,Percy Military Teaching Hospital,Clamart,Non-Probability Sample,Recruiting
NCT04464395,COVID-19|,Icahn School of Medicine at Mount Sinai,New York,NA,Recruiting
NCT04453384,SARS Virus|,CHU Angers,Angers,NA,Recruiting
NCT04494984,Covid19|,Hospital de Cuenca Alta,Cañuelas,NA,Recruiting
NCT04359953,COVID-19 Infection|,CHU de Strasbourg,Strasbourg,NA,Recruiting
NCT04324073,Corona Virus Infection|,Kremlin Bicetre hospital APHP,Le Kremlin-Bicêtre,NA,"Active, not recruiting"
NCT04570462,COVID19 ARDS|,North Shore University Hospital,Manhasset,NA,Recruiting
NCT04445961,SARS Pneumonia|,Sechenov University Clinic #1,Moscow,Non-Probability Sample,Completed
NCT04554264,Complicated Grief|Intensive Care|Covid19|,CHU Amiens,Amiens,NA,Recruiting
NCT04499391,Covid19|,NA,NA,NA,Not yet recruiting
NCT04386369,ARDS|COVID19|,Centre Hospitalier Régional Universitaire de Nancy,Nancy,Non-Probability Sample,Completed
NCT04339322,"Characteristics Diseases|Outcome, Fatal|",NA,NA,Non-Probability Sample,Not yet recruiting
NCT04410549,Covid19|Pulmonary Embolism|,Incor - Heart Institute - University of Sao Paulo,São Paulo,NA,Recruiting
NCT04321616,SARS-CoV Infection|COVID 19|Acute Respiratory Distress Syndrome ARDS|,Andreas Barratt-Due,Oslo,NA,Recruiting
NCT04330586,COVID-19|,Korea University Guro Hospital,Seoul,NA,Recruiting
NCT04486001,Covid19|,Fresno Community Hospital,Fresno,NA,Not yet recruiting
NCT04335084,COVID-19|Coronavirus Infection|Sars-CoV2|Corona Virus Infection|COVID|Coronavirus|Coronavirus-19|Coronavirus 19|,ProgenaBiome,Ventura,NA,Recruiting
NCT04497779,Asymptomatic COVID-19 Infection Laboratory-Confirmed|Symptomatic COVID-19 Infection Laboratory-Confirmed|,City of Hope Medical Center,Duarte,Non-Probability Sample,Recruiting
NCT04352751,Covid-19|,National Institute of Blood Diseases and Bone Marrow Transplantation (NIBD),Karachi,NA,Recruiting
NCT04462393,COVID-19|Critical Illness|,"Department of Anaesthesia and Intensive Care, Linkoeping University Hospital, Region Östergötland",Linköping,Probability Sample,Completed
NCT04407507,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04455451,COVID|ARDS|,RWTH Aachen - Department for operative Intensive Care Medicine and intermediate Care,Aachen,Non-Probability Sample,Enrolling by invitation
NCT04342728,COVID|Corona Virus Infection|,Cleveland Clinic,Weston,NA,Enrolling by invitation
NCT04359459,COVID-19|,NA,NA,Probability Sample,Not yet recruiting
NCT04393142,Coronavirus Infection|,Hospital Universitario José E. Gonzalez,Monterrey,Probability Sample,Recruiting
NCT04407494,COVID-19|,Uhmontpellier,Montpellier,Probability Sample,Completed
NCT04352634,Covid-19|Mental Health Disorder|Stress Disorder|Anxiety|Depression|SARS-CoV-2|,Columbia University,New York,Non-Probability Sample,Recruiting
NCT04542941,Covid19|,Mulago Specialised Hospital,Kampala,NA,"Active, not recruiting"
NCT04342156,Coronavirus Infection|Hydroxychloroquine Adverse Reaction|,NA,NA,NA,Withdrawn
NCT04567979,Covid19|Cancer|Tumor|,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,Mexico City,Non-Probability Sample,"Active, not recruiting"
NCT04447495,Coronavirus|,NA,NA,Probability Sample,Not yet recruiting
NCT04338672,"Emergency Service, Hospital|General Surgery|",Sheba Medical Center,Ramat Gan,Probability Sample,Recruiting
NCT04378738,Social Media|Corona Virus Infection|,Bahar Yuksel,Istanbul,NA,Enrolling by invitation
NCT04348305,Covid-19|Hypoxia|,Aarhus University Hospital - Dept of Intensive care,Aarhus,NA,"Active, not recruiting"
NCT04299152,Severe Acute Respiratory Syndrome (SARS) Pneumonia|,NA,NA,NA,Not yet recruiting
NCT04371107,Covid19|Azithromycin|Ambulatory|,CHU Amiens,Amiens,NA,Not yet recruiting
NCT04363385,Covid-19|,Centre hospitalier intercommunal de Créteil,Créteil,NA,Recruiting
NCT04519034,Covid19|,GSTT NHS Trust,London,Probability Sample,Not yet recruiting
NCT04488081,COVID-19|,University of Alabama at Birmingham,Birmingham,NA,Recruiting
NCT04374097,Post Traumatic Stress Disorder|Anxiety|Depression|,University of Oslo,Oslo,Probability Sample,Completed
NCT04343092,COVID 19|,General Directorate of Medical City,Bagdad,NA,Completed
NCT04347980,"Respiratory Distress Syndrome, Adult|COVID-19|",Reanimation adulte. Hopital Marie Lannelongue,Le Plessis-Robinson,NA,Recruiting
NCT04407208,Convalescence|Corona Virus Infection|Plaque|,Gatot Soebroto central army presidential hospital,Jakarta Pusat,NA,Completed
NCT04517162,Covid19|Cytokine Storm|Regulation of Inflammatory Response|Pulmonary Fibrosis|,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,Mexico,NA,Recruiting
NCT04393155,COVID-19|Acute Respiratory Failure|,Johns Hopkins University,Baltimore,Non-Probability Sample,Recruiting
NCT04475562,SARS-CoV Infection|Covid19|,Maastricht University Medical Center,Maastricht,NA,Completed
NCT04498546,Exercise Test|,KTO Karatay University,Konya,Probability Sample,Recruiting
NCT04443075,"Stress Disorders, Post-Traumatic|",First Affiliated Hospital of Xian Jiaotong University,Xi'an,Non-Probability Sample,Recruiting
NCT04424446,COVID-19|,Washington Hospital Center,Washington,Non-Probability Sample,Recruiting
NCT04290780,Infection Viral|,"Service Hygiène, Epidémiologie et Prévention",Lyon,Non-Probability Sample,Recruiting
NCT04361253,COVID|Infectious Disease|,Brigham and Women's Hospital,Boston,NA,Recruiting
NCT04377659,COVID-19|,Memorial Sloan Kettering Cancer Center,New York,NA,Recruiting
NCT04335162,COVID|Acute Coronary Syndrome|Myocardial Infarction|Myocarditis|Venous Thromboembolism|Deep Vein Thrombosis|Pulmonary Embolism|,Centre Hospitalier de Cannes,Cannes,Non-Probability Sample,Recruiting
NCT04562246,Covid19|,Henry Ford Health System,Detroit,Non-Probability Sample,Recruiting
NCT04506515,"Covid19|Stress, Psychological|Work Related Stress|Epidemic Disease|SARS-CoV Infection|",CHGUV,Valencia,Non-Probability Sample,Completed
NCT04321811,Coronavirus|,BEAT19.org,San Francisco,Non-Probability Sample,Recruiting
NCT04357860,SARS-CoV 2|SARS|,Hospital Universitario Reina Sofía,Córdoba,NA,Not yet recruiting
NCT04354597,COVID-19|,King Hussein Cancer Center,Amman,NA,Not yet recruiting
NCT04372030,Health Care Utilization|,NA,NA,NA,Not yet recruiting
NCT04485429,COVID-19|,D'Or Institute for Research and Education,Rio de Janeiro,NA,Recruiting
NCT04411628,COVID-19|,Cedars Sinai Medical Center,Los Angeles,NA,Completed
NCT04519372,Covid19|SARS-CoV-2|,"University Hospital Basel, Division of Infectious Diseases and Hospital Epidemiology",Basel,Non-Probability Sample,"Active, not recruiting"
NCT04564274,Chronic Health Conditions|Older Age is Associated With Increased Pathogenicity|,"National Heart, Lung and Blood Institute (NHLBI)",Bethesda,Non-Probability Sample,Recruiting
NCT04456413,COVID-19|,Hackensack University Medical Center,Hackensack,NA,Not yet recruiting
NCT04497610,COVID19|,Instituto Costarricense de Investigaciones Clínicas,San José,Non-Probability Sample,Not yet recruiting
NCT04368676,Job Stress|Workplace Stress|Compassion Fatigue|Psychological Trauma|Healthcare Workers|Healthcare Providers|,London Health Sciences Centre,London,NA,Recruiting
NCT04355741,COVID-19|,"Hospital CUF Infante Santo, S.A.",Lisbon,Non-Probability Sample,Completed
NCT04537117,COVID-19|,Fayoum University,Fayoum,Probability Sample,Completed
NCT04492865,COVID-19|,Assiut university,Assiut,Non-Probability Sample,Not yet recruiting
NCT04432350,COVID|Drug Effect|Drug Interaction|Risk Reduction|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04351516,SARS-CoV 2|COVID-19|,Uniklinikum Tuebingen,Tuebingen,NA,Recruiting
NCT04475471,COVID-19|Cardiovascular Diseases|,Hospital de Clinicas of the University,Buenos Aires,Probability Sample,Recruiting
NCT04432961,COVID-19|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04483752,CoV2 SARS Pneumonia|,Hôpital Marie Lannelongue,Le Plessis-Robinson,NA,Recruiting
NCT04435041,COVID-19|,University of Oxford,Oxford,Non-Probability Sample,"Active, not recruiting"
NCT04441047,Virus Diseases|,Medical Oncology and Hematology,Bronx,NA,Not yet recruiting
NCT04468035,Covid19|,Groupe Hospitalier Paris Saint-Joseph,Paris,Non-Probability Sample,Recruiting
NCT04517396,Covid19|,University of Pennsylvania Health System,Philadelphia,NA,Enrolling by invitation
NCT04327349,Coronavirus Infections|,"Imam Khomeini Hospital, Mazandaran University of Medical Sciences",Sari,NA,Enrolling by invitation
NCT04329611,COVID-19|,University of Calgary/Foothills Medical Centre,Calgary,NA,Terminated
NCT04369274,Respiratory Failure|,NA,NA,NA,Not yet recruiting
NCT04373213,Pleth Variability Index|,Erzincan University,Erzincan,Non-Probability Sample,Not yet recruiting
NCT04346953,Healthy Lifestyle|,NA,NA,NA,Not yet recruiting
NCT04576299,Patient Safety|,Pontificia Universidad Católica de Chile,Santiago,Non-Probability Sample,"Active, not recruiting"
NCT04525716,Covid19|Surgery|,Samtliga akutsjukhus i Region Stockholm,Stockholm,Probability Sample,Recruiting
NCT04539821,Chronic Pain|,"Rocky Mountain Regional VA Medical Center, Aurora, CO",Aurora,NA,Not yet recruiting
NCT04476667,Mental Health Issue|Covid19|Anxiety Disorders|Depression|,Hotel Dieu Hospital,Kingston,NA,Recruiting
NCT04380727,COVID-19|Hypoxic Respiratory Failure|,Centre Hospitalier Universitaire NANCY,Vandoeuvre-les-Nancy,Non-Probability Sample,Completed
NCT04397172,COVID|Corona Virus Infection|Sars-CoV2|,Inselspital Bern,Bern,Non-Probability Sample,Recruiting
NCT04299724,Treat and Prevent Covid-19 Infection|,Shenzhen Geno-immune Medical Institute,Shenzhen,NA,Recruiting
NCT04389463,Patients Undergoing Cardiac or Thoracic Surgery|,University Hospital,Nantes,Non-Probability Sample,Recruiting
